employee_id,age,experience_years,department,education_level,work_mode,job_level,salary,training_hours,projects_completed,average_monthly_hours,on_time_delivery_rate,absenteeism_days,satisfaction_score,manager_feedback_score,peer_feedback_score,overtime_hours,promotions_last_5_years,performance_score,performance_band
EMP1427,50,26,IT,Bachelor,Hybrid,6,1870439,13,6,166,0.71,6,6.3,6.1,6.4,2,1,41.4,Low
EMP1428,22,0,IT,MBA,Hybrid,1,310600,44,7,148,1.0,4,8.3,6.4,5.9,4,0,57.2,Medium
EMP1429,47,26,Finance,Master,Remote,6,1828251,53,7,173,0.74,6,7.0,5.1,6.5,19,1,57.0,Medium
EMP1430,25,1,Finance,Bachelor,Hybrid,1,365528,36,5,166,0.59,1,7.2,8.4,5.6,0,1,47.1,Low
EMP1431,48,21,Operations,Master,Onsite,6,1654767,43,5,210,0.69,4,3.3,7.6,9.7,20,0,67.1,Medium
EMP1432,51,31,Sales,Master,Hybrid,6,2147324,61,5,139,0.63,1,5.2,4.7,6.3,21,0,49.7,Low
EMP1433,26,0,Sales,MBA,Hybrid,1,349274,64,4,173,0.56,6,5.3,6.9,8.6,9,2,44.6,Low
EMP1434,37,14,Operations,Master,Onsite,4,1200165,34,4,173,0.74,3,6.3,4.6,8.4,1,0,45.9,Low
EMP1435,26,2,Finance,Master,Onsite,1,400007,27,3,151,0.77,6,7.0,8.9,7.5,16,0,32.1,Low
EMP1436,42,21,Finance,Master,Onsite,6,1579610,21,4,172,0.92,3,7.0,9.3,6.8,8,2,64.2,Medium
EMP1437,55,31,Operations,Bachelor,Remote,6,2097699,50,9,184,0.86,9,7.3,6.8,7.3,0,2,82.3,High
EMP1438,24,3,IT,Bachelor,Onsite,1,463562,14,9,172,0.85,4,5.7,5.6,7.8,27,1,47.7,Low
EMP1439,36,14,Marketing,Bachelor,Remote,4,1088868,31,2,195,0.67,9,7.9,5.9,7.1,5,0,25.6,Low
EMP1440,57,32,Marketing,MBA,Hybrid,6,2093596,37,4,131,0.89,3,9.7,6.2,4.8,0,2,60.6,Medium
EMP1441,32,12,IT,Bachelor,Hybrid,4,1065855,27,6,155,0.95,3,6.2,6.7,4.5,14,0,60.7,Medium
EMP1442,26,3,Finance,Bachelor,Onsite,1,429477,39,3,197,0.83,3,5.7,9.0,9.1,11,0,56.3,Medium
EMP1443,39,15,IT,Bachelor,Remote,4,1279086,73,5,186,0.83,5,5.7,8.3,3.3,24,1,42.0,Low
EMP1444,40,19,IT,Bachelor,Hybrid,5,1478991,33,5,180,0.63,6,6.9,8.4,7.3,9,0,70.4,Medium
EMP1445,45,23,Finance,Master,Onsite,6,1773658,28,3,192,0.91,9,6.0,7.2,6.7,9,0,25.3,Low
EMP1446,33,11,HR,Bachelor,Onsite,3,968171,50,4,136,0.99,3,4.0,5.2,7.2,15,1,44.0,Low
EMP1447,56,31,Marketing,Bachelor,Onsite,6,2069069,39,3,184,0.82,9,4.5,5.7,5.4,14,0,15.6,Low
EMP1448,40,13,Operations,MBA,Onsite,4,1068170,57,8,189,0.71,6,8.4,7.0,7.5,14,1,62.8,Medium
EMP1449,32,6,Marketing,Bachelor,Hybrid,2,660596,37,6,158,0.76,3,8.9,5.1,7.3,14,0,46.8,Low
EMP1450,56,35,IT,Bachelor,Remote,6,2245652,31,6,217,0.73,3,9.4,7.4,10.0,13,0,75.4,High
EMP1451,55,35,IT,Bachelor,Hybrid,6,2176644,8,4,174,0.74,4,7.2,8.1,7.2,9,0,60.9,Medium
EMP1452,39,19,IT,MBA,Hybrid,5,1428023,11,2,131,0.86,7,5.2,7.7,8.9,19,2,25.6,Low
EMP1453,22,0,IT,Bachelor,Hybrid,1,303835,7,6,177,0.81,1,6.1,7.7,4.9,9,0,56.9,Medium
EMP1454,43,22,Operations,MBA,Remote,6,1680673,41,4,157,0.9,3,4.4,4.1,8.4,18,0,49.1,Low
EMP1455,41,20,Finance,Diploma,Remote,6,1593067,15,3,191,0.82,3,4.4,8.9,7.3,23,2,53.1,Medium
EMP1456,27,1,IT,Master,Onsite,1,335934,54,5,180,0.68,8,7.2,4.5,7.4,7,0,33.1,Low
EMP1457,44,18,Marketing,Bachelor,Remote,5,1433443,35,3,159,0.72,3,7.7,6.7,7.4,31,2,52.6,Medium
EMP1458,52,26,Finance,Master,Onsite,6,1830896,31,3,197,0.71,4,9.9,7.8,9.4,6,0,77.9,High
EMP1459,25,3,IT,Master,Remote,1,311518,22,3,187,0.76,4,6.7,7.4,7.4,6,0,28.2,Low
EMP1460,48,24,IT,Bachelor,Remote,6,1725764,44,7,155,1.0,4,4.6,5.0,5.9,16,1,57.2,Medium
EMP1461,27,3,Sales,Master,Hybrid,1,508949,23,6,167,1.0,3,6.6,5.3,6.1,16,0,41.8,Low
EMP1462,48,27,Marketing,Bachelor,Onsite,6,1800909,20,5,179,0.88,3,6.3,7.3,8.1,13,2,70.0,Medium
EMP1463,37,13,IT,Bachelor,Hybrid,4,1120634,53,4,163,0.79,2,6.0,7.7,7.6,19,1,56.3,Medium
EMP1464,22,0,Operations,Bachelor,Onsite,1,399263,40,9,164,0.62,4,7.3,5.2,4.9,14,1,52.1,Medium
EMP1465,56,33,Operations,Bachelor,Hybrid,6,2116969,31,3,171,0.81,5,4.9,7.5,7.7,29,2,34.5,Low
EMP1466,27,1,Marketing,Bachelor,Onsite,1,365107,45,4,151,0.69,6,7.0,4.6,5.5,12,1,15.3,Low
EMP1467,43,18,IT,Master,Hybrid,5,1344799,35,9,130,0.98,8,7.8,7.8,7.6,5,0,69.8,Medium
EMP1468,28,4,IT,Diploma,Remote,2,651361,41,6,174,0.59,4,9.1,5.6,5.9,8,3,64.0,Medium
EMP1469,55,30,Operations,Bachelor,Onsite,6,2015833,23,6,134,0.83,5,7.3,7.0,6.6,16,1,62.2,Medium
EMP1470,48,22,HR,Master,Onsite,6,1662331,66,5,152,0.68,2,8.5,6.8,6.2,16,0,69.5,Medium
EMP1471,50,26,Sales,Master,Hybrid,6,1907715,26,6,138,0.78,4,6.1,8.6,9.1,14,3,78.9,High
EMP1472,37,15,Marketing,Bachelor,Hybrid,4,1238073,58,5,140,0.86,3,6.3,7.3,7.6,5,0,60.2,Medium
EMP1473,38,12,IT,Bachelor,Onsite,4,1026218,32,7,178,0.9,7,9.0,6.0,8.8,21,0,65.9,Medium
EMP1474,44,19,Marketing,Bachelor,Onsite,5,1422636,47,11,166,0.77,1,4.6,7.4,10.0,27,0,76.1,High
EMP1475,50,23,Operations,Bachelor,Hybrid,6,1729746,46,6,165,0.87,4,6.2,10.0,7.1,12,2,75.3,High
EMP1476,52,31,Marketing,Bachelor,Hybrid,6,2033793,52,4,146,0.7,4,8.6,8.0,9.1,26,1,69.5,Medium
EMP1477,22,0,Finance,Bachelor,Hybrid,1,214137,22,4,158,0.81,4,6.5,6.8,6.0,19,2,37.8,Low
EMP1478,45,18,Operations,Master,Onsite,5,1407337,51,4,177,0.9,3,6.3,5.6,8.8,30,1,54.7,Medium
EMP1479,25,1,Sales,Bachelor,Hybrid,1,290989,63,5,169,0.82,5,6.4,6.0,5.9,16,1,44.9,Low
EMP1480,32,5,Marketing,Bachelor,Onsite,2,695814,31,2,185,0.72,3,7.0,7.9,7.0,13,0,38.9,Low
EMP1481,51,31,Marketing,Bachelor,Onsite,6,2073839,36,4,187,0.75,6,8.5,5.6,7.8,19,1,50.6,Medium
EMP1482,31,11,Marketing,Master,Hybrid,3,909741,27,7,165,0.9,6,8.3,6.9,8.0,9,0,63.3,Medium
EMP1483,50,24,HR,Bachelor,Onsite,6,1715068,30,3,137,0.65,5,6.8,9.1,5.2,15,1,38.3,Low
EMP1484,38,16,IT,Master,Hybrid,5,1225530,61,3,156,0.67,9,8.5,7.1,5.8,23,1,44.1,Low
EMP1485,30,6,IT,Bachelor,Remote,2,605026,20,2,168,0.85,1,7.3,5.3,7.9,19,0,38.9,Low
EMP1486,34,11,Sales,Bachelor,Hybrid,3,1005816,21,7,156,0.73,7,8.2,10.0,6.5,12,1,65.6,Medium
EMP1487,41,18,Sales,Diploma,Hybrid,5,1521589,59,5,151,0.61,5,5.2,9.5,5.0,14,0,45.1,Low
EMP1488,49,22,Sales,Bachelor,Onsite,6,1696319,44,3,171,0.94,3,9.6,7.7,6.9,18,0,77.8,High
EMP1489,43,23,Finance,Bachelor,Onsite,6,1700397,67,2,214,0.65,1,7.2,8.8,6.8,18,1,73.2,Medium
EMP1490,55,29,Marketing,Bachelor,Onsite,6,1953402,28,5,161,0.76,4,2.4,6.5,7.2,18,0,27.8,Low
EMP1491,53,26,Operations,Diploma,Hybrid,6,1792175,37,8,170,0.71,1,9.5,8.0,7.7,15,1,91.3,High
EMP1492,49,24,IT,Master,Remote,6,1852988,25,4,146,0.74,3,6.8,6.3,7.7,5,0,60.0,Medium
EMP1493,43,20,Marketing,Master,Onsite,6,1560562,37,5,192,0.67,1,6.2,4.9,5.9,7,0,35.5,Low
EMP1494,32,11,Sales,Diploma,Onsite,3,1060781,8,3,186,0.87,6,5.8,10.0,6.4,16,0,37.8,Low
EMP1495,36,11,Sales,Bachelor,Onsite,3,1024675,45,5,185,0.79,4,7.5,4.8,8.3,19,0,55.5,Medium
EMP1496,26,3,IT,Diploma,Hybrid,1,367960,40,4,194,0.9,3,5.4,7.3,6.2,18,1,39.0,Low
EMP1497,35,14,Marketing,Bachelor,Hybrid,4,1126702,34,6,162,0.71,1,5.9,7.3,6.4,7,0,49.7,Low
EMP1498,55,33,Operations,Master,Hybrid,6,2121547,29,7,165,1.0,3,5.9,7.7,4.9,11,0,56.5,Medium
EMP1499,37,10,Marketing,Bachelor,Remote,3,906007,22,5,201,0.55,6,6.3,6.8,7.0,3,1,41.1,Low
EMP1500,26,4,Operations,Bachelor,Onsite,2,566984,46,4,181,0.59,2,6.0,6.8,7.5,1,0,39.7,Low
EMP1501,45,24,Operations,Diploma,Hybrid,6,1899811,17,2,130,0.99,6,8.2,7.1,4.2,13,1,40.1,Low
EMP1502,56,31,HR,Bachelor,Hybrid,6,2011138,43,2,178,0.84,3,7.2,7.6,5.5,23,0,45.5,Low
EMP1503,53,32,Sales,Diploma,Onsite,6,2121448,66,2,160,0.82,5,7.4,6.9,5.0,13,0,58.1,Medium
EMP1504,31,4,Finance,Bachelor,Remote,2,600825,57,3,186,0.83,6,7.8,6.8,8.1,27,0,41.6,Low
EMP1505,38,12,Operations,Master,Onsite,4,1069921,12,6,177,0.85,3,6.7,4.9,4.3,11,1,27.5,Low
EMP1506,41,14,IT,Diploma,Hybrid,4,1165509,27,6,139,0.82,3,5.2,9.9,6.9,12,0,51.9,Medium
EMP1507,30,3,Finance,Bachelor,Hybrid,1,402759,41,3,175,0.66,3,9.7,7.7,8.0,4,1,66.4,Medium
EMP1508,31,10,Operations,Diploma,Remote,3,915324,34,1,174,0.88,2,8.3,7.2,7.3,9,1,60.9,Medium
EMP1509,30,9,HR,Master,Hybrid,3,890569,14,8,177,0.86,6,9.4,6.0,6.4,2,0,65.5,Medium
EMP1510,57,35,Marketing,Master,Onsite,6,2261380,41,7,180,0.95,7,8.5,5.4,7.5,0,1,55.8,Medium
EMP1511,48,25,Finance,Bachelor,Remote,6,1823510,35,3,197,0.99,4,6.1,8.2,8.5,3,2,64.1,Medium
EMP1512,52,25,Operations,Master,Hybrid,6,1865630,64,6,177,0.82,5,3.0,6.7,6.8,13,0,66.4,Medium
EMP1513,51,26,Operations,Master,Hybrid,6,1886848,31,4,170,0.63,3,4.8,7.8,3.9,6,2,37.8,Low
EMP1514,56,31,HR,Master,Hybrid,6,2068564,53,4,191,0.99,2,7.8,4.9,8.6,8,1,64.9,Medium
EMP1515,25,0,Marketing,Bachelor,Onsite,1,261412,16,4,210,0.66,1,6.6,9.2,7.6,15,0,54.3,Medium
EMP1516,53,28,HR,Bachelor,Hybrid,6,1899999,20,2,186,0.82,2,6.1,8.3,7.0,0,2,59.8,Medium
EMP1517,24,1,Sales,MBA,Remote,1,354018,46,5,174,0.75,6,2.8,6.8,4.2,13,2,30.3,Low
EMP1518,39,16,Sales,Bachelor,Onsite,5,1332617,51,4,178,0.73,3,6.8,7.6,6.6,19,0,50.1,Medium
EMP1519,43,19,Marketing,Master,Hybrid,5,1431083,21,2,175,0.87,5,5.1,8.0,5.8,19,1,33.1,Low
EMP1520,34,14,IT,Diploma,Remote,4,1113213,35,4,170,0.81,5,5.6,4.9,5.3,16,1,28.7,Low
EMP1521,27,2,IT,Bachelor,Hybrid,1,350590,14,5,209,0.84,5,8.2,9.4,6.8,12,1,54.7,Medium
EMP1522,28,3,Marketing,Bachelor,Remote,1,372441,32,5,157,0.68,5,5.2,7.6,6.2,7,0,27.9,Low
EMP1523,51,26,Sales,Master,Onsite,6,1828252,48,4,191,0.76,0,5.3,5.8,6.3,11,1,66.7,Medium
EMP1524,33,9,Finance,Bachelor,Remote,3,791516,28,5,168,0.69,1,7.1,5.3,8.0,25,0,44.3,Low
EMP1525,33,7,IT,Master,Onsite,2,654973,31,3,143,0.76,1,8.2,8.4,7.4,14,0,58.7,Medium
EMP1526,55,28,HR,Master,Hybrid,6,1910304,18,9,167,0.77,2,6.2,7.2,6.3,11,0,62.3,Medium
EMP1527,27,3,Operations,Master,Hybrid,1,388204,25,8,160,1.0,4,9.1,7.6,6.1,17,0,70.3,Medium
EMP1528,54,31,IT,Bachelor,Hybrid,6,2083987,61,4,180,0.75,1,4.8,6.9,6.4,12,0,59.0,Medium
EMP1529,55,35,Finance,Master,Remote,6,2282011,36,5,172,0.52,4,4.5,5.4,6.7,14,0,29.7,Low
EMP1530,43,17,Operations,Master,Hybrid,5,1337528,20,5,152,0.95,6,4.3,7.7,7.8,10,0,54.7,Medium
EMP1531,27,0,IT,Bachelor,Hybrid,1,298148,30,4,196,0.83,5,4.2,6.6,5.5,9,0,32.4,Low
EMP1532,27,2,Marketing,Master,Hybrid,1,436871,11,5,190,0.76,3,7.3,6.9,9.0,20,1,51.8,Medium
EMP1533,32,6,IT,MBA,Hybrid,2,624300,20,4,199,0.73,5,5.2,10.0,7.8,0,1,45.8,Low
EMP1534,42,16,Operations,Master,Hybrid,5,1280863,55,7,174,0.67,4,4.5,8.2,3.2,16,0,54.2,Medium
EMP1535,27,1,Marketing,Master,Onsite,1,424824,33,2,169,1.0,1,7.4,8.3,7.1,8,0,59.2,Medium
EMP1536,38,14,Operations,Bachelor,Hybrid,4,1204209,63,5,183,0.79,3,8.1,10.0,8.5,0,0,73.2,Medium
EMP1537,26,6,IT,Bachelor,Remote,2,690077,34,7,160,0.57,4,8.5,7.5,7.5,4,1,68.7,Medium
EMP1538,41,21,Sales,Bachelor,Hybrid,6,1661282,34,5,172,0.82,0,8.2,7.1,6.4,12,0,61.9,Medium
EMP1539,22,1,Marketing,Bachelor,Hybrid,1,266136,45,2,167,0.92,4,5.3,5.9,6.9,13,0,42.0,Low
EMP1540,47,24,IT,Diploma,Onsite,6,1817691,0,1,144,0.8,3,7.2,6.2,7.2,18,1,18.0,Low
EMP1541,23,0,IT,Bachelor,Hybrid,1,339603,38,5,172,0.67,5,7.6,3.8,8.1,18,2,36.4,Low
EMP1542,29,6,IT,MBA,Onsite,2,710539,34,5,162,0.66,6,6.0,8.1,5.0,0,0,46.3,Low
EMP1543,28,8,Operations,Bachelor,Onsite,3,839358,57,4,166,0.67,4,7.1,5.0,6.2,15,0,38.9,Low
EMP1544,51,30,Marketing,Bachelor,Hybrid,6,2022446,49,2,177,0.96,3,4.8,8.3,9.3,18,2,71.3,Medium
EMP1545,23,0,Sales,Bachelor,Onsite,1,306234,18,9,193,0.77,2,5.8,6.8,7.0,14,1,51.4,Medium
EMP1546,37,10,Marketing,Bachelor,Onsite,3,928357,54,3,155,0.58,7,7.4,7.1,9.1,16,0,47.0,Low
EMP1547,43,20,Sales,MBA,Hybrid,6,1554412,31,4,164,0.83,4,9.2,6.8,10.0,0,2,71.1,Medium
EMP1548,40,14,Finance,Diploma,Hybrid,4,1203393,21,6,156,0.8,4,8.6,9.0,6.3,4,1,69.3,Medium
EMP1549,46,21,Finance,MBA,Hybrid,6,1535677,38,5,155,0.73,3,7.9,8.7,5.3,23,3,81.9,High
EMP1550,50,23,Sales,Bachelor,Onsite,6,1677921,32,4,159,0.66,8,6.9,6.9,6.6,10,2,50.2,Medium
EMP1551,36,9,IT,MBA,Hybrid,3,967241,58,3,166,0.65,6,6.7,5.6,8.5,30,0,41.4,Low
EMP1552,51,26,Operations,Bachelor,Hybrid,6,1808695,40,5,181,0.91,3,4.5,8.3,8.7,2,2,74.7,Medium
EMP1553,33,10,Marketing,Diploma,Hybrid,3,898065,38,5,176,0.81,1,5.5,5.4,10.0,25,1,49.1,Low
EMP1554,57,32,HR,Master,Hybrid,6,2065870,49,8,151,0.84,4,5.5,4.6,6.9,7,0,51.6,Medium
EMP1555,40,18,Sales,Bachelor,Onsite,5,1426792,51,7,193,0.81,5,7.7,7.6,7.7,19,0,56.9,Medium
EMP1556,48,26,IT,Bachelor,Remote,6,1803186,47,7,187,0.82,7,8.3,8.7,6.0,10,3,64.4,Medium
EMP1557,53,29,Operations,Bachelor,Onsite,6,1965719,56,3,154,0.72,7,8.0,6.3,3.5,13,1,32.1,Low
EMP1558,50,26,Operations,Bachelor,Hybrid,6,1882443,44,2,192,0.76,3,8.7,7.5,6.9,17,0,57.8,Medium
EMP1559,52,28,Operations,Diploma,Onsite,6,1895061,38,4,176,0.92,3,6.9,6.3,5.4,7,3,49.0,Low
EMP1560,41,18,HR,MBA,Hybrid,5,1449430,54,7,167,0.95,3,5.2,8.0,7.9,18,0,71.6,Medium
EMP1561,23,0,IT,Diploma,Onsite,1,361111,34,6,176,0.63,3,6.7,8.5,4.4,10,0,46.3,Low
EMP1562,39,19,IT,Bachelor,Remote,5,1507747,35,6,170,0.76,6,5.6,6.5,6.0,13,1,34.8,Low
EMP1563,28,4,IT,Master,Onsite,2,577027,61,6,180,0.88,5,7.9,5.4,7.4,0,1,70.9,Medium
EMP1564,54,30,IT,Bachelor,Hybrid,6,2182062,59,7,173,1.0,4,6.2,4.7,7.5,9,0,53.3,Medium
EMP1565,30,3,IT,Master,Onsite,1,507726,35,4,164,0.99,6,6.6,8.3,6.9,22,2,63.9,Medium
EMP1566,30,6,Operations,Bachelor,Onsite,2,676243,28,4,134,0.68,2,7.9,5.2,9.6,18,0,32.6,Low
EMP1567,30,7,IT,Bachelor,Hybrid,2,661203,57,7,179,0.93,7,5.6,7.5,9.2,19,0,61.5,Medium
EMP1568,45,25,IT,Master,Hybrid,6,1790147,47,6,163,0.79,5,8.3,8.1,6.0,12,0,56.5,Medium
EMP1569,42,21,Marketing,Bachelor,Hybrid,6,1686316,40,5,184,0.91,4,4.6,6.1,9.3,25,1,48.3,Low
EMP1570,56,34,Sales,Master,Remote,6,2285476,30,6,179,0.87,3,7.3,6.7,9.5,14,0,85.3,High
EMP1571,36,13,Marketing,Master,Hybrid,4,1188916,40,3,164,0.63,1,6.7,8.4,6.8,7,2,55.3,Medium
EMP1572,32,10,Sales,Bachelor,Remote,3,949259,35,3,188,0.85,0,8.1,5.7,7.1,19,1,48.4,Low
EMP1573,23,0,Operations,Diploma,Onsite,1,257216,25,5,174,0.9,3,4.6,5.5,6.9,19,0,40.5,Low
EMP1574,22,0,Sales,Master,Hybrid,1,344358,37,7,173,0.78,1,4.4,6.5,6.1,17,1,47.6,Low
EMP1575,35,14,Sales,MBA,Hybrid,4,1097929,39,2,168,0.75,2,8.0,8.8,6.2,9,3,64.3,Medium
EMP1576,55,33,Marketing,Master,Hybrid,6,2080626,29,5,200,0.59,3,6.2,9.3,8.8,14,0,57.5,Medium
EMP1577,40,19,Finance,Master,Remote,5,1466957,49,1,157,0.86,2,6.7,6.8,7.6,23,3,49.5,Low
EMP1578,54,32,HR,Master,Hybrid,6,2136159,54,3,164,0.81,9,5.7,5.8,6.2,16,1,28.5,Low
EMP1579,25,0,Finance,MBA,Remote,1,365168,50,4,148,0.67,0,8.3,8.5,5.7,0,0,68.7,Medium
EMP1580,25,5,IT,Master,Hybrid,2,639856,31,5,183,0.74,5,7.3,4.4,5.9,7,1,32.6,Low
EMP1581,52,30,Marketing,Bachelor,Onsite,6,2046579,46,5,160,0.8,4,7.2,7.3,6.8,7,1,55.1,Medium
EMP1582,25,5,IT,Bachelor,Hybrid,2,565767,36,6,162,0.71,4,4.9,6.8,8.3,6,2,51.9,Medium
EMP1583,23,0,IT,Master,Hybrid,1,314751,16,5,161,0.78,4,7.6,8.8,5.8,0,2,55.8,Medium
EMP1584,36,11,IT,Bachelor,Remote,3,879644,45,4,171,0.57,3,5.2,9.0,8.3,27,3,60.7,Medium
EMP1585,55,34,Marketing,Bachelor,Remote,6,2099831,37,5,147,0.94,4,5.7,5.5,7.3,5,2,53.0,Medium
EMP1586,46,25,HR,Bachelor,Onsite,6,1832032,74,2,130,0.78,3,4.6,7.2,7.2,6,0,49.5,Low
EMP1587,25,5,Sales,Master,Onsite,2,577343,57,4,178,0.65,6,6.5,6.0,8.4,0,0,44.5,Low
EMP1588,52,29,Operations,Bachelor,Onsite,6,2018624,46,4,132,0.48,3,8.5,6.5,8.2,19,1,49.4,Low
EMP1589,52,26,IT,Master,Hybrid,6,1895417,39,1,185,0.9,5,7.2,7.8,5.0,11,1,52.9,Medium
EMP1590,50,26,Marketing,MBA,Onsite,6,1809034,37,7,198,0.85,7,6.1,6.4,5.5,9,1,49.4,Low
EMP1591,54,27,HR,MBA,Hybrid,6,1914515,20,6,167,0.81,6,7.0,7.2,6.7,10,2,47.3,Low
EMP1592,30,8,IT,Bachelor,Hybrid,3,786942,9,3,193,0.88,3,7.0,8.3,7.5,17,0,42.6,Low
EMP1593,57,35,Sales,Master,Remote,6,2152706,22,2,170,0.88,2,6.9,9.2,8.9,8,2,71.2,Medium
EMP1594,33,10,Operations,Master,Onsite,3,916165,34,5,199,0.8,4,7.1,7.3,7.1,0,0,49.5,Low
EMP1595,50,29,HR,Master,Hybrid,6,1951456,3,5,162,0.75,5,5.1,7.1,9.4,2,2,55.9,Medium
EMP1596,42,15,Sales,Master,Onsite,4,1182995,27,6,127,0.73,4,7.0,5.2,6.0,1,1,41.5,Low
EMP1597,50,29,HR,Bachelor,Remote,6,2073767,31,5,169,0.83,6,4.0,9.3,6.2,14,2,55.7,Medium
EMP1598,44,21,Sales,Diploma,Onsite,6,1538707,32,5,201,0.95,5,7.7,7.6,6.6,19,0,53.6,Medium
EMP1599,45,21,Sales,Bachelor,Onsite,6,1634143,25,3,180,0.77,5,5.0,7.1,5.9,24,0,31.4,Low
EMP1600,44,24,Sales,MBA,Onsite,6,1700259,30,5,161,0.96,6,8.7,7.0,8.6,0,0,75.5,High
EMP1601,50,27,Sales,Master,Remote,6,1930413,61,2,176,0.82,3,2.9,7.4,3.1,17,2,35.0,Low
EMP1602,48,25,IT,Bachelor,Onsite,6,1809921,45,9,187,0.83,3,9.5,8.1,6.3,7,0,81.2,High
EMP1603,26,4,Sales,Master,Hybrid,2,588967,27,6,168,1.0,2,4.2,8.2,8.6,35,0,50.7,Medium
EMP1604,51,30,Sales,Bachelor,Hybrid,6,1972755,34,4,217,0.98,5,4.9,9.3,6.6,23,1,58.9,Medium
EMP1605,41,21,Sales,MBA,Hybrid,6,1576720,35,7,161,0.98,4,7.3,7.3,8.5,26,0,81.7,High
EMP1606,33,13,IT,Master,Onsite,4,1161362,23,4,188,0.68,3,7.8,9.5,10.0,18,3,63.4,Medium
EMP1607,40,17,Finance,Bachelor,Onsite,5,1453539,23,7,184,1.0,3,6.3,8.5,7.1,15,0,69.6,Medium
EMP1608,56,35,Finance,Bachelor,Hybrid,6,2269015,50,5,157,0.77,4,8.2,6.8,8.6,9,3,61.9,Medium
EMP1609,52,25,IT,MBA,Onsite,6,1750128,29,4,162,0.75,6,5.5,4.4,10.0,7,0,33.8,Low
EMP1610,52,31,IT,Bachelor,Hybrid,6,2081946,19,7,188,0.52,3,6.2,7.0,7.6,6,1,56.4,Medium
EMP1611,38,13,Finance,MBA,Onsite,4,1236373,34,6,173,0.82,0,6.3,9.2,6.9,17,0,60.1,Medium
EMP1612,50,25,Marketing,MBA,Hybrid,6,1800121,37,3,176,0.65,4,5.9,5.7,8.3,24,1,36.5,Low
EMP1613,35,12,IT,Master,Onsite,4,1143092,5,9,141,0.83,3,3.7,7.0,8.7,9,0,56.3,Medium
EMP1614,46,19,Marketing,Bachelor,Hybrid,5,1417983,34,5,182,0.64,8,6.8,7.1,6.9,6,0,40.4,Low
EMP1615,45,25,Sales,Master,Onsite,6,1792895,48,1,175,1.0,4,6.6,8.3,6.3,0,0,57.5,Medium
EMP1616,30,9,Marketing,Diploma,Hybrid,3,895978,42,3,169,0.85,3,8.5,6.3,9.4,14,2,56.8,Medium
EMP1617,31,9,Finance,Bachelor,Onsite,3,884866,68,5,176,1.0,1,4.7,5.6,6.6,22,0,58.0,Medium
EMP1618,24,3,Finance,Bachelor,Remote,1,416680,54,7,163,0.66,6,5.8,7.8,8.7,22,1,52.1,Medium
EMP1619,27,5,Sales,Bachelor,Hybrid,2,574524,57,2,159,0.97,5,8.7,5.8,7.4,23,1,57.6,Medium
EMP1620,37,15,Operations,Bachelor,Onsite,4,1254414,77,8,166,0.56,5,7.3,4.1,9.6,15,1,42.6,Low
EMP1621,39,13,Finance,Master,Onsite,4,1174577,46,8,162,0.8,7,7.7,9.7,5.8,13,1,68.3,Medium
EMP1622,27,5,Sales,Master,Onsite,2,690607,37,6,209,0.7,3,7.5,8.3,5.8,22,0,57.2,Medium
EMP1623,37,10,Sales,Master,Onsite,3,1000196,50,6,186,0.73,4,7.5,9.7,8.2,3,0,83.7,High
EMP1624,43,17,Marketing,Bachelor,Onsite,5,1371730,27,2,153,0.72,5,9.7,8.2,5.4,8,2,53.1,Medium
EMP1625,30,3,IT,Bachelor,Remote,1,439440,37,6,207,0.67,6,6.9,7.9,7.2,26,0,48.4,Low
EMP1626,34,14,Sales,Bachelor,Hybrid,4,1227549,25,1,162,0.63,5,5.2,7.5,9.2,3,1,37.7,Low
EMP1627,35,8,Finance,MBA,Onsite,3,855653,41,3,171,0.73,3,7.8,6.6,4.5,12,2,54.7,Medium
EMP1628,40,16,Operations,Master,Hybrid,5,1270877,25,6,186,0.79,2,5.9,7.7,7.6,17,1,58.5,Medium
EMP1629,35,8,Finance,Bachelor,Onsite,3,768318,25,7,135,0.92,1,6.6,6.1,8.7,13,0,54.6,Medium
EMP1630,48,26,Finance,MBA,Remote,6,1864596,41,4,166,0.82,3,7.4,5.3,7.0,21,1,40.3,Low
EMP1631,33,6,Operations,Bachelor,Onsite,2,651136,33,5,160,0.92,1,5.5,6.4,5.7,24,1,54.9,Medium
EMP1632,37,13,Finance,Bachelor,Hybrid,4,1113678,6,5,174,0.6,5,6.0,8.8,6.6,16,1,44.5,Low
EMP1633,35,15,IT,Bachelor,Hybrid,4,1258626,13,2,177,0.73,4,7.6,5.1,5.8,23,1,26.0,Low
EMP1634,28,5,IT,Diploma,Onsite,2,652951,18,5,169,0.87,4,5.9,5.1,7.1,5,1,34.5,Low
EMP1635,46,25,IT,Master,Onsite,6,1861493,22,2,168,0.82,8,8.4,7.8,6.6,11,0,43.8,Low
EMP1636,30,3,IT,Master,Onsite,1,358423,41,4,189,0.68,3,5.2,6.3,6.3,31,1,35.6,Low
EMP1637,32,10,Finance,Bachelor,Remote,3,922669,38,4,175,0.89,3,5.2,7.6,7.7,28,0,53.7,Medium
EMP1638,50,29,Marketing,Bachelor,Hybrid,6,2009734,51,4,171,0.72,5,9.8,8.4,9.2,2,0,66.5,Medium
EMP1639,56,32,Marketing,Master,Hybrid,6,2033670,46,6,173,0.69,1,4.4,7.6,7.5,12,1,50.0,Medium
